age,salary,credit_score,employment_months,existing_emi,loan_amount,default_history,missed_payments,bank_balance,loan_purpose,approved
55,108634,644,110,5114,339905,1,3,589543,Car,0
44,89381,631,62,5066,324652,0,0,413376,Home,0
44,136339,746,35,2266,143654,0,1,232672,Personal,1
56,127072,700,148,3363,915457,0,0,362838,Home,1
54,150648,830,53,4634,818257,0,1,466014,Home,1
49,167739,668,40,2711,523600,1,5,690900,Car,1
23,99915,811,142,1008,180807,0,1,292893,Personal,1
32,126593,699,80,3567,369686,0,2,108444,Business,1
28,64695,715,48,1762,474238,0,1,185988,Home,1
49,68778,668,55,3661,473224,0,1,305340,Home,0
42,101641,703,46,1937,911697,0,1,18421,Home,1
23,163218,732,33,4103,409815,0,0,35556,Car,1
38,73447,663,54,2467,273830,0,1,89114,Home,0
22,193456,618,238,8439,126632,0,3,628520,Education,1
39,124664,624,123,4770,97877,0,4,581362,Personal,1
20,90427,683,73,994,259076,1,1,169343,Business,0
46,98922,642,112,2863,64052,0,0,110048,Personal,1
45,64048,673,17,1646,52007,0,2,90130,Personal,1
63,102160,710,29,880,213782,0,2,225001,Business,1
50,57448,692,72,3022,60356,0,0,225626,Personal,1
35,171881,732,77,4825,498715,0,4,537948,Car,1
50,40471,673,14,821,99382,0,2,130526,Car,0
23,174649,602,175,6458,115539,1,5,460553,Medical,0
28,163227,633,88,6151,743143,0,1,640406,Business,1
44,92678,698,115,571,494626,0,0,293805,Home,1
18,154972,746,85,4226,225852,0,0,201966,Personal,1
40,64394,672,174,647,434760,0,0,136543,Home,1
28,51334,614,27,1187,45406,0,2,153675,Education,0
41,147931,697,74,7251,314408,1,4,580431,Car,0
27,78609,767,296,3090,484570,0,1,37929,Home,1
45,48488,681,56,3160,42531,0,0,185901,Education,0
40,126723,595,36,2472,547480,0,2,157700,Business,1
57,181864,557,118,5182,826921,0,0,430394,Business,1
40,103977,781,38,2641,39094,0,0,493409,Personal,1
31,81495,670,41,2646,82194,0,2,232898,Personal,1
37,97713,588,23,3599,261546,0,1,373096,Car,0
24,98166,638,66,3272,668344,0,1,129928,Home,1
45,60093,803,71,4232,222029,0,0,75779,Business,1
47,42359,769,28,2091,109806,0,0,208997,Car,0
65,113606,651,52,4065,103790,0,1,234730,Personal,1
33,21513,593,90,266,148680,0,2,6881,Home,0
37,97778,765,11,3964,120212,0,0,24630,Car,1
33,149864,728,181,2518,164844,0,0,66899,Personal,1
43,89625,669,62,4427,338912,0,1,293579,Business,1
45,100455,480,48,3483,108554,1,2,482798,Personal,0
39,134052,672,377,7096,98110,0,3,476659,Medical,1
53,37292,714,159,924,305410,0,2,35906,Home,1
33,175348,646,48,10653,302161,0,0,731156,Education,0
52,85372,612,81,3723,98104,1,3,352863,Personal,0
46,91726,580,50,4363,520505,0,0,321522,Home,0
40,118907,671,216,2129,137599,0,2,91055,Personal,1
36,129246,566,69,2045,876118,1,1,343802,Home,0
65,165660,693,38,9209,512483,0,2,763726,Home,1
30,80541,566,149,3787,88682,0,2,73010,Personal,0
44,56059,620,183,2987,81149,0,1,13475,Personal,0
31,110586,596,170,1354,133608,1,4,379868,Personal,0
61,172929,585,93,4423,273741,1,3,385602,Car,0
51,130814,573,135,5615,204982,0,2,608484,Personal,0
32,37523,752,109,756,120940,0,0,167934,Business,1
46,36171,651,185,1576,182936,1,1,42345,Business,0
43,170269,571,45,433,1267282,0,1,393273,Home,1
34,139041,708,97,2162,307929,0,1,590529,Car,1
49,155623,607,88,2901,195668,1,1,722769,Personal,0
45,150034,758,51,482,653020,0,1,707189,Business,1
43,96928,625,111,7482,607609,1,5,351303,Home,0
39,73468,631,219,1530,303136,0,1,266797,Business,1
45,82787,563,76,4274,112538,0,1,214349,Personal,0
43,147654,757,227,3453,558596,0,1,63455,Home,1
41,52989,595,27,473,60458,1,4,108294,Personal,0
32,136044,624,44,3934,498156,1,2,92795,Car,0
60,191701,585,147,9646,853721,1,1,819295,Business,0
27,104744,581,95,4007,770394,0,1,435900,Home,0
45,92213,691,38,3243,529959,0,0,329302,Home,0
36,73963,800,52,72,104757,0,1,306788,Personal,1
61,146426,709,66,5505,100618,0,0,768289,Personal,1
29,123213,536,116,2762,404650,0,1,402494,Business,0
31,51744,725,83,901,288544,0,1,46569,Home,1
28,101498,654,68,3451,289432,1,4,285506,Car,1
44,108263,597,87,1995,276991,0,1,422039,Car,1
24,56374,682,139,614,215391,1,5,139658,Business,0
34,73964,608,5,755,105973,0,0,100700,Personal,0
18,54667,773,138,1811,33519,0,1,19224,Personal,1
43,49884,700,79,2474,252180,0,3,71798,Business,1
34,115851,582,209,6785,450192,0,1,138420,Business,0
22,103455,667,82,2386,107261,0,0,366507,Medical,1
53,23633,481,34,1045,30011,0,0,134451,Personal,0
24,116215,621,88,6014,87705,1,5,450936,Personal,0
50,128262,741,72,4963,215075,0,0,401309,Personal,1
32,42520,763,100,1928,208396,0,1,93470,Home,1
59,112308,623,78,676,149777,0,3,532651,Personal,1
49,224221,665,76,939,1064160,0,0,95587,Business,1
28,171649,673,57,5166,212080,0,0,266010,Education,1
29,101113,731,142,2412,556496,0,2,338957,Home,1
47,65129,595,46,2256,55335,0,1,122614,Personal,0
37,96305,744,21,3620,504838,0,0,118145,Home,1
38,51034,682,188,1638,55422,0,1,199478,Personal,0
55,177231,679,39,5100,463801,0,0,284158,Car,1
31,74208,683,95,2512,97917,0,1,15865,Personal,1
41,124825,662,130,4360,416062,0,2,74482,Car,1
51,79789,739,137,4354,503056,0,1,154828,Home,1
50,125753,599,63,2517,165718,0,0,83841,Personal,1
38,150851,588,69,7064,1384480,0,0,325695,Home,0
37,109083,629,50,1760,116411,0,1,451756,Medical,1
19,133090,802,27,2610,312734,0,3,420526,Car,1
27,103077,762,45,4184,574410,0,0,328377,Home,1
44,159517,615,97,6535,438597,0,1,436597,Home,1
38,105965,644,166,4601,91049,1,3,373688,Personal,0
41,76842,621,96,4722,209810,0,0,325847,Car,0
52,87227,682,57,3528,121433,0,1,138864,Education,1
26,177547,635,76,6123,988908,0,1,288989,Home,1
37,168948,622,79,9654,1671418,0,1,333152,Home,0
42,124483,643,79,2202,88028,0,2,355635,Personal,1
32,45548,675,133,1947,57163,0,1,7630,Personal,0
57,98529,755,112,1617,114276,0,1,542724,Medical,1
51,214113,630,9,7585,1666120,1,4,868820,Home,0
43,176309,674,113,5303,169436,0,0,786490,Personal,1
62,50103,728,54,1231,159855,0,0,125732,Business,1
22,97466,602,194,5636,168729,0,0,306587,Personal,0
40,117229,672,8,2634,119794,0,0,284326,Personal,1
44,100316,710,95,5304,275431,0,1,466613,Car,1
29,182374,705,266,9760,941964,0,1,84250,Business,1
44,65229,765,164,2454,72595,0,2,335229,Medical,1
27,117801,697,72,6344,107384,0,0,69594,Medical,1
48,84183,664,104,1693,124267,0,1,118020,Personal,1
53,86271,690,60,4300,384374,0,2,53600,Home,0
43,123389,646,91,2914,713549,1,3,311083,Business,0
18,173485,742,24,1806,498161,0,0,315751,Car,1
28,110793,654,110,6585,69198,0,0,299284,Personal,0
47,158732,648,104,667,834068,0,1,597821,Home,1
40,51402,608,85,1919,71884,0,0,217418,Personal,0
18,34896,629,85,453,122992,1,2,18238,Business,0
55,46353,699,66,1622,83287,0,2,57887,Car,0
42,60435,570,55,1288,187835,0,0,44648,Business,0
30,83739,632,86,2921,117189,0,0,176981,Personal,0
52,40155,633,47,1115,121382,0,2,111167,Business,0
32,150498,704,95,4224,565501,0,1,130270,Business,1
32,121846,721,46,3697,416996,0,1,80822,Car,1
44,45340,764,71,1664,79260,0,2,82148,Car,1
61,214585,611,29,6824,589367,0,2,306004,Home,1
59,144395,715,45,1847,231161,0,0,428224,Education,1
44,65972,678,53,601,219767,0,0,284541,Business,1
46,160197,656,107,5256,97990,0,0,272669,Personal,1
49,112459,711,57,1087,973355,0,1,116226,Home,1
25,42817,567,171,1532,317470,1,6,79651,Business,0
48,149210,623,70,5689,142393,0,2,106419,Medical,1
31,165947,584,130,5990,197813,0,0,184666,Education,0
44,34770,751,16,433,43398,0,1,133934,Personal,1
37,81527,721,161,2775,154053,1,5,296435,Personal,0
46,108891,585,208,2300,899292,0,0,385254,Home,1
41,129807,566,98,3285,748395,1,3,303192,Home,0
18,19623,702,13,685,34347,0,1,2926,Car,0
42,160452,599,18,7072,312471,0,1,815035,Car,0
48,44632,707,74,685,247727,0,1,230964,Home,1
45,75676,785,92,2144,208479,0,0,273428,Car,1
39,172303,600,38,4439,1107663,1,3,846663,Home,0
60,143080,702,128,6805,430267,0,1,296927,Car,1
44,71883,644,21,1220,102367,1,3,86535,Personal,0
45,73060,771,62,2477,412121,0,1,192799,Home,1
53,71689,552,78,1628,385904,1,4,402513,Home,0
44,131819,567,98,4050,263979,0,1,186667,Car,0
29,121890,672,49,2135,164845,0,1,25175,Personal,1
18,37237,760,106,536,86682,0,1,113870,Car,1
34,145068,642,82,5055,739432,0,1,347461,Home,1
49,115181,606,79,2400,204169,0,0,111829,Car,1
36,189207,540,57,1227,399167,0,2,364641,Car,1
50,82878,691,26,1705,208088,0,1,141941,Car,1
42,123225,564,208,3591,85338,0,2,57648,Personal,0
55,165774,811,72,3027,276525,0,1,737849,Personal,1
36,84861,669,146,2341,596664,0,0,154243,Home,1
46,152068,664,260,3753,157062,0,0,586036,Personal,1
46,138219,639,43,6017,739559,0,0,326204,Business,1
58,112438,600,107,1894,264613,1,1,353761,Car,0
20,125364,645,309,3633,886152,0,1,389457,Home,1
34,110029,694,94,6440,108297,0,2,401748,Personal,1
50,66609,727,110,2047,129162,0,4,254462,Business,1
59,75857,659,51,4016,85730,0,2,83145,Medical,0
43,131772,649,73,8500,204395,0,2,342220,Car,0
36,93433,669,66,2218,109502,0,2,421827,Personal,1
49,39078,607,125,738,24364,1,5,182159,Education,0
50,76278,779,85,2078,78717,0,0,232161,Personal,1
36,50715,618,74,1122,79069,0,0,143283,Personal,1
44,135788,610,91,5918,143281,1,4,143794,Education,0
54,28707,700,140,1774,120331,0,1,161678,Home,0
63,76098,632,63,1574,75638,0,0,136671,Personal,0
49,127584,768,90,7520,164161,0,0,227628,Personal,1
41,100670,692,41,2283,648758,0,1,26654,Home,1
39,163292,593,202,11320,976060,0,1,332892,Home,0
47,92724,729,44,1711,76902,0,1,490175,Medical,1
39,95219,658,33,925,217171,0,1,113202,Business,1
42,67098,761,47,4221,245817,0,1,262546,Home,1
27,22270,609,148,480,118883,1,5,11941,Business,0
56,46289,681,10,240,48849,0,0,63260,Personal,1
26,63494,718,139,3609,297330,0,0,78460,Home,1
35,69186,591,82,3241,601197,1,1,55610,Home,0
41,100944,771,22,3816,104466,0,0,453776,Personal,1
64,187150,663,202,6593,210533,1,3,149559,Personal,1
35,40231,683,188,609,330091,0,0,85048,Home,1
32,102370,498,114,7272,113009,1,1,387813,Personal,0
33,112184,584,102,4358,162572,1,5,22351,Personal,0
60,173744,594,32,2747,770405,0,1,1080545,Business,1
18,68804,750,95,530,108171,0,0,213426,Personal,1
28,174498,529,69,1579,719497,0,0,586660,Business,1
65,51314,601,247,904,177217,0,0,98489,Car,0
47,75374,667,13,3897,151345,0,1,283008,Personal,0
27,115132,695,129,3448,92091,0,2,320638,Medical,1
39,161907,718,92,9209,488727,0,2,488672,Car,1
41,55153,688,96,30,546097,0,3,94515,Home,1
50,159515,625,99,5269,129341,0,1,466482,Education,1
62,143964,588,345,7576,755630,0,1,200189,Home,1
45,80492,771,142,4395,423095,0,0,234982,Home,1
34,128541,714,55,2914,67298,0,2,236624,Personal,1
49,138274,654,9,4164,288578,0,1,725270,Car,1
32,162084,613,53,4606,841592,0,2,257917,Business,1
28,58388,654,81,780,186679,0,0,219802,Business,0
19,100466,641,120,1689,296852,0,0,63393,Car,1
21,88314,635,92,2717,250469,0,0,40996,Car,0
29,42660,607,22,550,132648,0,0,80138,Business,0
26,122348,728,39,1274,203229,0,0,425982,Personal,1
44,124504,622,41,1310,255585,0,1,239579,Car,1
26,126722,632,55,7249,177068,0,0,332293,Car,0
18,179009,727,143,2761,708556,0,0,126175,Business,1
27,174369,682,41,8006,196473,0,0,393147,Personal,0
34,21238,765,85,414,62834,0,1,91953,Car,0
33,116828,536,50,3373,242396,0,0,505807,Car,0
58,93847,656,106,4120,270368,0,1,251162,Car,1
33,108175,662,115,3019,934380,0,0,165520,Home,1
51,57203,695,57,1018,76660,0,2,322093,Education,1
40,121810,649,43,6883,263116,0,2,278239,Car,0
39,169368,678,59,5738,97404,0,2,143373,Education,1
30,88887,719,107,2390,644780,0,1,45969,Home,1
39,117421,610,59,945,752736,0,1,291558,Home,1
31,71469,719,61,1689,194245,0,0,47048,Car,1
42,62314,614,84,732,86592,0,0,186643,Personal,1
37,68674,670,16,1654,72439,0,1,295432,Medical,0
29,74534,544,49,2220,110657,1,2,47571,Personal,0
52,95037,565,183,312,342126,1,3,488343,Business,0
45,148366,612,259,2247,179354,1,3,335163,Personal,0
35,144676,563,123,7833,176165,0,0,222331,Personal,0
42,145915,642,176,6277,812500,0,3,291721,Home,0
39,56783,737,123,1160,47492,1,4,34182,Education,0
30,101865,647,11,887,138279,1,2,257294,Education,0
41,82987,674,125,347,77300,0,0,259137,Personal,1
33,93750,799,72,1067,94536,0,0,188114,Personal,1
29,123533,677,96,3371,92652,0,1,58960,Medical,1
21,123020,664,177,1180,294051,0,1,309421,Car,1
36,147614,593,78,6130,323344,1,1,679795,Car,0
47,73508,680,193,1415,465847,0,0,187235,Home,1
32,89875,720,23,1455,293770,0,0,180931,Business,1
65,73852,614,127,3993,81139,0,3,368768,Education,0
51,87853,678,168,2434,467833,0,0,175393,Home,1
56,148036,573,88,1102,292893,1,4,475229,Car,0
50,118584,685,17,2991,111208,0,0,230621,Personal,1
62,54884,637,69,1171,59670,1,2,105880,Personal,0
31,95288,692,21,3425,863765,0,1,248613,Home,1
18,91933,525,144,5814,219964,0,1,72685,Car,0
35,179931,658,106,9841,118147,0,0,94527,Medical,1
47,92019,716,12,1876,563742,0,0,450058,Home,1
42,166708,694,61,6567,907929,0,2,54134,Home,1
43,72833,645,87,2942,438235,0,1,172494,Home,1
56,147764,484,122,6017,181286,1,5,255486,Personal,0
45,123028,753,31,4251,160278,0,0,219312,Personal,1
50,40597,588,29,1212,124803,1,2,108967,Business,0
29,110892,730,64,3445,167185,0,0,180165,Personal,1
27,99558,603,30,3959,101530,1,3,93423,Personal,0
59,115720,587,85,2867,129363,0,1,175951,Medical,0
41,109258,648,63,3644,365551,0,0,266146,Home,1
33,49574,550,13,2526,363145,0,1,52684,Home,0
33,68422,573,82,1536,98621,1,3,118533,Medical,0
32,157639,739,55,8156,169116,0,2,580695,Education,1
31,59828,721,70,375,197306,0,1,258608,Business,1
25,212285,594,85,1518,780952,1,2,820934,Home,1
22,130596,619,52,9981,112288,0,2,314299,Personal,0
38,149191,519,162,2562,456047,1,1,371334,Business,0
33,118655,630,170,6953,1127515,0,0,199677,Home,0
53,145819,619,92,1065,353786,0,0,351726,Car,1
44,116153,763,66,1482,145485,0,2,85796,Personal,1
43,92061,667,61,788,119767,0,1,182155,Education,1
31,64583,667,118,4380,90943,0,0,39071,Personal,0
39,166555,689,106,1917,1046368,0,1,746004,Home,1
44,67088,623,11,525,429623,0,1,58860,Home,0
49,67200,705,188,1349,420410,0,0,139161,Business,1
39,172955,694,97,8284,102234,0,1,149700,Car,0
53,168230,676,39,4400,83837,0,1,893066,Education,1
40,57838,690,253,1135,71004,0,0,202442,Personal,1
50,58193,803,212,2577,48446,0,0,278536,Personal,1
34,121013,494,153,3988,174127,1,3,329371,Personal,0
18,43853,576,105,1030,283733,0,1,56025,Home,0
43,151107,627,113,3823,599366,0,0,567162,Business,1
49,41299,721,87,1031,205422,0,2,225595,Business,1
47,163055,663,163,5630,192010,0,1,709987,Personal,1
45,117695,709,43,1385,683942,0,3,198400,Home,1
36,103851,650,69,6233,91675,0,2,261418,Medical,0
30,121089,610,78,4280,148134,1,0,429194,Personal,0
47,66936,707,133,1273,65503,1,3,107787,Personal,0
45,56911,635,125,1011,342232,0,0,297859,Home,0
33,128281,735,96,2510,160744,0,2,219400,Personal,1
53,72063,574,83,463,226441,1,1,391696,Car,0
29,103991,757,158,4715,671051,0,0,254217,Home,1
33,63890,718,35,307,430935,1,7,84398,Home,0
60,108385,643,33,2681,439985,0,0,382889,Home,1
50,135706,570,124,1811,234531,1,2,303224,Car,0
36,107928,619,111,4364,114567,0,1,259645,Personal,0
43,58405,644,37,2095,23869,0,1,157684,Personal,0
42,67483,735,93,4414,337287,0,0,12019,Business,0
18,109837,647,95,3908,93403,1,2,257408,Education,0
29,107121,716,31,5627,76516,0,1,30800,Personal,0
39,116060,616,45,5724,134981,0,2,448092,Education,0
36,80412,646,144,592,457799,0,1,50521,Home,1
43,93335,651,109,2224,148276,0,0,30535,Personal,0
54,90850,842,94,3186,59871,0,1,520946,Education,1
36,164100,742,123,6634,680160,0,0,389207,Business,1
27,70892,701,99,1491,303909,0,1,118785,Business,1
44,186044,692,117,1402,731745,0,0,114711,Business,1
36,97771,753,21,1835,603123,0,1,111027,Home,1
38,42888,551,140,1764,219890,0,1,194762,Business,0
36,32007,493,59,930,117240,0,1,113536,Business,0
65,197904,682,49,3055,322773,0,0,1277060,Personal,1
18,218222,634,118,3763,1082841,0,1,295428,Business,1
35,35122,605,79,1074,90300,0,2,119046,Car,0
40,45073,709,44,1669,128973,0,1,62750,Car,0
31,126958,508,153,6207,258686,0,0,173421,Personal,0
51,79469,732,71,1436,165324,0,0,210229,Personal,1
50,144437,764,47,1436,290296,0,0,573086,Car,1
39,208713,579,55,9213,1563567,0,1,1021581,Home,1
37,177104,782,159,3121,123671,0,1,210731,Personal,1
39,145667,728,56,2435,1004810,0,1,499806,Home,1
39,58577,639,33,3160,53128,0,1,10834,Personal,0
39,46610,646,32,1562,233851,0,1,58610,Business,0
38,91190,662,124,3867,542269,0,1,301703,Home,1
43,165685,674,90,5579,202029,0,3,105430,Personal,1
49,93962,689,23,3483,799723,0,1,323830,Home,0
25,87411,790,33,2652,127522,0,2,296163,Personal,1
27,70419,618,146,1527,240721,0,1,272887,Business,0
19,145029,660,52,7954,318123,0,2,62854,Car,0
50,112353,675,88,1025,160205,0,0,342553,Personal,1
43,166781,555,57,3869,153740,0,0,791142,Medical,1
46,48910,696,79,652,67638,0,2,74913,Personal,1
23,173627,629,107,5291,562312,0,2,128382,Home,1
61,82377,694,61,1800,318493,0,0,318869,Home,1
33,134985,646,104,8819,144914,0,2,454640,Personal,0
42,53944,732,30,1349,308570,0,0,230527,Home,1
50,136475,548,135,4735,377699,0,1,636571,Car,0
28,47794,526,68,2907,312260,1,4,146373,Home,0
33,100271,738,94,3991,127195,0,1,139464,Personal,1
42,108984,638,38,4420,186443,0,3,494573,Personal,0
65,89713,724,113,3518,105222,0,1,85793,Personal,1
44,34539,850,55,908,225596,0,2,66168,Home,1
59,165786,636,13,3975,178707,0,0,709464,Education,1
54,66329,631,88,2540,97096,0,2,225621,Personal,0
44,116620,678,13,6032,127243,0,1,214921,Personal,0
28,119445,555,69,4095,280632,1,0,487749,Car,0
53,129365,631,123,4590,132135,1,4,708068,Car,0
22,116448,712,99,687,101468,0,0,416977,Personal,1
59,93959,633,158,3756,154919,0,1,133181,Education,1
42,67769,655,23,1502,372461,0,2,10680,Business,0
18,171669,534,54,5415,310203,1,0,281341,Car,0
36,64727,714,71,2485,140093,0,0,178753,Car,0
48,89955,759,100,2342,71324,1,3,449710,Personal,1
37,93748,514,21,2070,46583,1,1,417753,Education,0
49,88371,695,228,4652,414126,0,0,19106,Home,1
30,77687,729,64,683,390617,0,2,311943,Home,1
24,106501,671,69,3546,164770,0,2,354479,Business,0
39,42021,683,56,2186,153541,0,3,198854,Business,0
40,140177,758,39,542,819513,0,2,690779,Home,1
36,78514,789,39,3998,323827,0,2,333399,Business,1
55,101212,679,235,1750,424191,0,1,287165,Home,1
30,50524,578,144,1837,62266,1,2,52793,Personal,0
44,59004,641,32,1020,136024,1,3,43601,Car,0
41,95087,671,48,3009,161756,0,1,452836,Personal,1
21,29533,574,85,488,32479,0,1,82536,Personal,0
24,157526,704,80,3181,170591,0,0,195054,Personal,1
40,161351,597,144,8429,514051,1,1,359337,Car,0
64,112234,790,73,3662,231391,0,1,466543,Car,1
47,140002,568,174,6595,188305,1,4,349166,Personal,0
19,65351,833,98,2118,43257,0,2,157194,Personal,1
18,59598,580,231,2650,90511,0,0,167219,Personal,0
49,47780,521,78,1066,192157,0,1,250253,Business,0
39,41060,745,113,1886,38632,0,1,177012,Personal,1
54,93015,595,110,804,113869,0,1,364421,Personal,1
29,73142,685,9,2213,98368,0,1,98887,Education,0
44,89541,674,18,1737,79822,0,1,216179,Medical,1
50,87385,574,48,4838,483261,0,1,142688,Business,0
35,49611,491,68,2215,43589,1,3,71169,Personal,0
35,124623,632,92,6755,156109,1,7,504147,Personal,0
40,80884,702,41,1572,97976,0,1,356141,Personal,1
47,62227,634,80,1632,58279,0,2,204108,Personal,1
40,80330,653,376,5025,482366,0,0,43659,Home,1
52,121372,701,102,7624,635678,0,1,239293,Home,1
34,168717,537,40,3698,129162,0,2,689244,Medical,0
24,114976,624,70,4064,457167,0,0,166240,Business,1
64,125043,755,59,963,113405,0,1,454488,Education,1
33,44993,621,53,714,132575,0,0,21633,Business,0
33,179323,671,33,6812,593707,0,0,775548,Business,1
39,131491,619,36,2953,163942,0,1,76953,Personal,1
41,133290,638,68,9036,818613,0,0,361777,Home,0
35,71854,660,80,1132,167364,0,2,311158,Car,1
40,64863,568,76,1502,318961,1,0,206860,Business,0
40,90016,766,62,4729,400796,0,1,142497,Home,1
42,55545,713,30,1721,394754,1,6,31042,Home,0
18,82979,752,106,1793,130808,0,1,66016,Personal,1
63,122664,650,48,2163,123289,0,0,647891,Personal,1
38,29883,545,138,639,156840,1,5,64649,Home,0
47,85552,629,113,2245,699120,1,5,104391,Home,0
23,46764,694,101,1198,197349,0,0,124047,Home,1
34,94991,713,136,2981,86634,0,0,67015,Medical,1
32,54058,655,48,2121,73932,0,0,196850,Medical,0
58,191970,575,175,987,510717,0,0,777528,Business,1
33,21431,730,84,392,97331,0,0,34335,Business,0
49,124481,649,28,1934,203322,0,2,558685,Personal,1
32,121859,634,54,826,726751,1,4,428067,Business,1
35,86613,671,58,5099,117448,0,0,152600,Personal,0
37,88363,681,64,3933,108444,0,2,316846,Personal,1
55,139650,653,39,1907,158052,0,0,235954,Car,1
18,123630,718,21,2629,545517,0,2,283158,Home,1
24,36494,717,191,30,35240,0,0,8130,Personal,1
18,91235,703,94,618,149057,1,3,186362,Education,1
27,156968,617,45,7260,889461,0,1,235250,Home,0
